16,25,31,25,17,17,45,27,7,32,37,26,26,2,34,24,50,17,17,3,2,9,19,10,31,22,31,42,6,21,49,29,34,25,25,49,47,15,13,43,9,26,46,39,35,18,36,36,29,19,45
3,2,2,2,3,1,1,1,1,1,2,2,3,3,2,2,2,2,4,2,1,1,3,1,1,4,2,2,2,2,1,3,4,1,1,4,3,3,3,2,2,2,2,2,2,2,2,2,4,4,3
40,1,1,45,39,12,12,12,3,3,21,21,32,32,31,31,31,31,17,49,8,21,26,36,16,28,25,25,25,25,1,14,43,43,43,29,10,33,33,24,24,24,24,24,24,24,24,28,26,11,9
1,4,1,2,4,3,1,4,1,4,4,1,2,3,3,2,2,1,3,3,1,4,4,3,3,3,3,3,2,2,2,4,2,1,3,4,1,3,3,1,1,4,2,3,2,2,1,3,1,1,1
37,34,24,19,35,31,31,24,49,22,22,2,19,18,18,14,14,25,5,7,34,3,9,31,31,35,35,35,19,19,19,50,47,37,43,39,27,24,24,2,2,36,32,30,26,26,34,42,12,12,50
1,1,1,2,2,1,4,4,4,4,4,4,1,1,1,2,2,2,3,2,2,2,2,4,4,3,3,4,2,2,1,2,2,3,4,4,4,1,1,4,4,4,4,4,3,2,4,4,2,1,1
22,22,22,5,44,50,37,31,37,37,37,37,34,34,34,43,43,43,47,30,30,30,30,22,29,20,20,2,29,29,38,47,14,43,23,23,23,3,9,50,47,47,27,27,32,35,47,46,8,15,15
3,3,1,1,2,4,4,4,2,2,1,1,4,4,4,4,4,1,3,3,2,2,1,1,1,3,3,3,3,1,4,4,4,4,4,4,3,3,3,1,1,3,4,4,1,1,1,1,3,1,1
26,26,20,20,50,21,21,12,46,46,24,28,42,42,37,37,37,41,23,23,2,2,27,27,27,22,22,22,22,3,36,36,36,36,36,36,37,20,20,35,47,48,19,19,6,6,6,16,38,16,32
3,3,2,2,3,3,1,4,1,4,4,3,1,1,3,4,3,2,2,2,2,1,1,3,3,3,4,4,4,3,3,3,3,1,4,1,3,4,4,4,3,3,2,1,4,3,3,2,4,2,3
38,31,21,21,32,32,38,36,23,21,37,28,24,31,41,10,16,6,6,6,5,17,21,49,49,12,25,23,45,18,18,18,18,29,36,33,10,49,49,49,22,9,14,23,32,2,2,22,1,48,26
3,4,1,1,1,3,3,2,2,1,1,1,1,1,1,1,2,2,4,1,3,3,3,2,4,1,3,1,1,3,3,4,4,4,4,1,1,1,4,4,2,1,3,3,2,4,4,4,3,3,3
44,33,23,23,44,39,50,39,13,25,38,44,44,44,44,44,42,42,29,16,29,29,21,34,40,26,50,47,19,20,20,6,6,6,6,41,41,17,34,34,26,22,9,9,50,47,45,45,34,34,37
1,3,4,4,1,3,4,4,1,3,4,4,2,4,3,1,2,2,2,2,4,4,4,4,4,4,4,4,4,3,3,3,3,1,1,2,2,4,2,1,3,3,3,3,2,2,2,3,4,1,1
46,5,11,11,21,11,29,31,25,49,48,48,37,50,25,22,48,48,48,30,22,22,22,22,48,16,16,16,34,2,2,2,49,17,17,28,23,1,10,11,11,11,15,39,42,25,25,38,47,42,42
4,1,4,4,1,1,1,1,2,1,2,3,3,4,3,3,3,3,1,3,4,3,4,3,1,3,4,1,3,3,3,1,4,1,1,2,2,2,2,2,3,1,4,1,3,2,2,4,2,3,3
20,5,9,9,24,12,12,12,49,43,31,16,16,17,43,35,43,44,11,16,26,16,17,37,40,10,17,49,32,32,32,5,32,33,22,32,32,25,2,12,35,49,38,31,49,41,41,24,7,2,2
3,4,3,4,1,3,3,3,3,3,4,3,3,3,3,2,4,4,4,4,2,4,3,2,2,3,3,1,1,3,3,3,4,1,1,1,1,1,1,3,3,4,3,3,2,2,2,2,2,2,1
1,12,39,19,20,33,33,2,49,38,49,2,2,28,28,49,13,13,13,50,1,25,1,18,45,32,32,1,16,19,19,19,6,20,20,10,1,1,1,38,38,38,21,21,20,20,20,20,20,20,22
1,1,1,1,3,2,3,4,4,4,4,4,2,2,4,3,3,3,1,2,4,4,4,4,1,4,4,4,2,2,3,2,2,1,1,4,4,4,4,2,1,1,1,1,1,1,1,1,2,1,1
35,35,35,25,13,36,47,6,6,6,13,13,8,39,17,31,18,18,7,21,38,38,38,38,9,10,10,10,21,21,49,32,32,37,21,8,8,8,8,41,15,15,15,15,15,10,10,36,30,4,11
3,3,3,2,4,1,2,2,4,2,2,2,2,2,4,2,3,3,3,3,1,1,1,1,3,4,4,4,3,2,2,2,4,4,4,4,4,4,2,4,4,4,1,4,4,1,3,1,4,3,3
35,35,35,3,2,44,34,34,10,35,42,42,39,33,15,4,34,34,34,21,31,20,20,47,32,3,3,3,25,30,42,42,48,7,25,25,25,3,36,2,37,37,38,25,25,31,12,4,46,6,6
1,1,3,3,3,1,4,4,3,3,3,3,3,1,3,3,4,4,4,4,4,1,1,1,1,1,1,4,2,3,3,4,4,4,4,4,4,2,4,4,4,1,3,3,3,3,3,4,3,1,1
20,20,24,24,24,24,40,26,32,32,32,47,47,26,20,20,6,11,44,44,48,1,1,1,1,1,1,18,8,39,7,11,11,11,11,11,19,19,19,30,30,36,11,11,11,11,18,37,3,6,29
3,3,1,2,2,3,3,3,4,2,3,3,4,4,4,4,1,1,3,4,1,1,1,3,3,3,4,2,3,4,4,4,2,3,2,3,3,1,3,4,4,4,4,3,2,1,2,4,4,4,3
44,44,9,23,23,28,19,19,9,34,35,49,30,5,44,44,18,18,11,40,4,4,28,6,6,6,24,7,19,18,50,10,16,8,35,10,3,26,20,48,32,32,32,20,42,6,19,22,22,22,3
2,3,3,3,3,3,4,4,4,1,1,3,3,3,3,3,1,4,4,4,2,2,1,1,1,1,1,2,2,1,1,1,3,1,3,1,1,2,3,3,3,2,2,2,4,3,1,4,4,2,2
41,11,39,39,9,9,34,34,34,48,18,21,49,49,49,1,29,41,41,41,2,2,30,16,16,16,16,34,34,42,42,42,9,11,21,11,11,2,26,49,49,41,41,41,21,2,25,1,1,47,33
4,4,4,3,3,1,1,1,1,1,1,1,2,2,4,4,4,3,3,3,3,4,4,4,4,3,2,1,1,3,3,2,2,3,3,2,2,2,3,3,3,3,3,1,1,1,4,4,4,4,2
28,28,28,32,32,5,34,34,11,11,11,11,25,25,40,40,40,40,40,40,40,1,1,1,1,28,18,19,19,4,4,7,7,49,49,38,38,38,22,22,22,22,22,50,50,42,5,5,14,3,40
4,2,2,4,4,4,1,1,2,1,4,2,2,3,3,3,3,4,1,1,4,4,3,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,4,4,1,2,4,4,1,4
14,27,27,15,7,35,3,3,44,10,2,4,4,12,49,9,29,21,48,47,25,26,34,37,42,42,42,42,42,42,42,42,8,22,22,35,21,35,21,21,21,29,46,18,18,45,10,35,35,48,37
1,1,1,1,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,2,2,2,2,1,2,2,3,1,1,1,1,3,4,3,2,2,2,4,3,1,1,1,1,4,4,2
7,24,24,29,40,40,31,46,12,12,12,12,14,14,16,16,8,8,8,8,8,45,20,4,39,39,39,39,3,31,31,1,46,29,46,46,17,17,15,1,1,14,10,19,45,12,12,12,45,45,32
3,4,4,3,4,4,4,1,1,1,4,2,1,2,1,3,3,2,4,3,3,4,1,1,1,1,3,3,3,3,3,3,1,1,1,1,4,3,2,2,2,2,2,4,4,2,1,4,4,4,4
22,10,7,38,7,37,42,2,2,2,7,33,44,23,3,37,37,50,30,48,48,14,48,12,12,4,34,24,24,1,1,48,23,23,23,6,3,25,25,31,31,31,31,21,21,27,37,46,46,38,38
3,3,1,3,3,1,4,4,2,2,2,2,2,2,2,2,2,2,3,1,1,1,4,1,3,1,2,2,2,2,2,2,2,4,4,4,1,1,1,1,3,2,4,4,1,1,1,4,2,2,2
30,30,33,41,28,34,4,50,39,3,8,8,32,32,32,32,32,10,27,41,41,41,25,45,50,32,45,2,2,2,2,2,2,14,26,26,1,1,1,1,45,2,32,17,32,32,32,8,39,39,39
3,4,4,4,1,1,1,1,1,2,1,1,2,3,3,3,3,4,4,4,4,2,2,2,2,4,4,4,4,3,2,2,3,2,4,4,4,1,2,1,1,3,3,3,3,2,2,4,1,1,2
12,14,14,14,41,14,8,35,35,22,35,47,30,33,33,7,16,40,40,40,40,12,12,12,11,28,31,31,31,42,17,17,20,33,28,47,47,13,27,13,13,37,37,37,37,39,11,10,49,49,42
4,1,1,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,3,3,3,3,1,1,4,1,3,3,4,4,4,2,1,4,4,2,1,4,2,2,4,2,2,2,1,4,2,1,3,3,3
19,21,38,38,38,38,38,38,38,43,35,29,29,29,29,29,10,20,9,9,32,32,13,36,6,36,20,20,16,19,19,15,31,24,24,31,45,14,33,5,44,5,5,5,19,42,10,49,47,47,47
2,2,2,2,3,4,1,3,4,4,4,4,3,3,1,3,3,3,3,1,2,2,3,3,3,3,3,3,3,3,1,1,3,4,4,4,4,3,3,3,2,2,2,2,3,4,1,1,1,1,4
9,9,9,9,1,37,5,16,49,49,49,48,12,12,44,5,44,44,44,39,1,34,44,44,10,10,17,17,17,17,28,28,34,37,45,45,45,31,31,31,17,17,21,21,18,22,10,10,10,10,48
3,2,2,3,3,3,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,3,1,1,1,3,3,4,4,2,2,2,2,2,2,2,3,3,4,4,2,1,1,1,1,4,4,2
3,37,37,37,37,37,27,27,40,7,7,7,7,34,1,1,7,7,2,2,47,41,41,41,25,17,17,17,2,24,31,32,7,7,7,45,45,20,20,46,11,28,28,36,33,33,33,33,40,40,50
1,1,1,2,1,3,1,3,3,4,4,4,4,4,4,2,1,2,2,4,4,4,4,4,4,2,2,2,2,3,3,3,3,3,3,1,4,2,2,2,2,3,3,3,1,4,1,1,1,1,1
4,4,4,13,20,15,24,10,10,9,9,9,9,9,9,23,17,17,32,39,39,38,39,39,39,45,45,45,45,12,12,12,38,38,38,49,39,17,11,11,11,14,14,14,45,12,23,23,13,13,13
2,4,2,2,1,2,4,4,2,2,2,4,4,4,4,4,1,1,3,1,1,1,3,3,3,3,1,1,1,1,1,4,3,3,1,3,2,2,2,2,1,1,2,2,2,3,4,1,1,1,1
1,14,23,23,8,15,11,11,34,10,10,38,38,38,38,20,19,15,13,38,38,31,18,18,18,48,11,11,11,33,33,47,18,8,20,48,6,26,26,26,36,44,6,6,6,25,9,33,33,33,33
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,2,2,2,3,4,4,4,1,1,3,3,4,3,1,1,3,3,2,1,1,1,2,2,2,3,1,1,2,2
32,32,32,32,7,34,49,34,5,5,3,3,3,3,3,3,3,41,41,41,7,18,2,2,2,23,29,29,29,1,43,22,8,35,18,22,22,28,28,34,13,13,21,40,40,4,27,24,24,23,23
3,2,4,4,4,4,2,3,3,2,1,1,1,1,1,2,2,4,1,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,3,3,1,1,1,1
35,17,48,48,48,48,5,40,40,36,50,21,21,14,21,38,38,49,7,13,33,44,17,17,9,35,18,18,20,20,20,14,20,28,28,28,40,15,45,48,48,48,48,10,10,2,2,40,16,16,8
2,1,1,3,2,2,2,2,2,1,2,2,2,2,2,1,3,4,1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,3,1,1,1,3,3,3,2,2,3,3,3,3,2,1,1,1,2
17,28,36,27,4,4,4,4,4,39,8,8,8,8,8,1,31,48,37,37,37,37,37,37,37,37,37,35,35,35,35,48,48,47,3,3,3,28,28,28,32,32,33,33,33,19,26,26,26,26,16
1,1,4,2,2,2,2,2,2,2,3,3,3,3,2,2,1,2,2,4,4,4,4,2,2,1,3,4,3,3,1,4,1,1,1,1,2,2,2,3,1,1,4,4,4,2,3,4,4,1,2
43,43,43,41,33,47,47,47,47,47,25,25,25,25,4,4,32,4,4,12,12,12,12,48,48,4,11,11,11,11,11,16,11,11,11,11,24,26,26,21,27,27,12,12,12,10,45,50,50,8,23
2,2,2,2,2,2,4,3,3,3,3,2,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,4,4,4,3,3,3,3
10,10,10,10,7,7,25,13,13,13,13,38,10,10,10,20,20,33,33,33,33,33,33,33,33,33,33,33,33,23,23,23,23,35,35,44,36,36,36,36,36,36,36,50,37,37,37,3,3,3,3
2,1,2,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,2,2,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,4,4,4,4,1,2,2,2,1,3,2,2,2,4,4
14,21,14,2,2,2,21,21,21,21,21,21,21,36,46,29,29,29,6,6,12,18,18,18,18,18,23,23,23,17,36,36,36,36,36,32,5,5,5,45,3,2,2,2,42,29,41,16,16,37,37
2,2,4,4,4,4,4,4,4,1,2,2,2,4,4,4,3,3,3,2,3,1,1,2,2,3,3,3,4,2,2,1,4,2,4,4,4,4,4,3,3,2,2,2,2,1,2,1,1,4,1
30,14,11,11,11,11,11,11,38,38,4,4,21,44,44,44,12,12,12,38,13,27,37,39,39,24,37,24,4,11,11,42,33,10,33,33,33,33,33,30,30,19,43,43,43,48,50,48,48,25,19
1,1,1,1,1,1,4,4,4,4,3,3,2,2,2,3,4,4,4,2,1,1,1,1,1,1,1,3,3,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,2,2,1,1
27,30,30,30,30,30,39,39,39,39,5,5,50,44,44,43,47,47,47,22,15,15,15,15,15,15,15,28,28,28,28,28,28,28,42,41,16,23,23,23,23,23,23,23,23,23,23,5,5,49,41
2,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,2,2,3,2,3,3,2,3,3,3,3,3,4,3,3,3,3,3,1,1,1,1,2,4,4,4,4,4,1,1,1,2,2,1,1
34,47,47,47,47,47,47,14,14,14,5,29,21,19,19,29,47,47,31,21,21,21,15,21,21,21,21,21,40,21,21,21,21,4,5,5,5,5,35,27,27,27,27,27,10,10,10,24,24,15,15
2,2,2,1,1,2,1,1,1,2,1,3,3,2,3,3,3,3,1,1,1,1,4,1,1,1,1,1,1,2,2,2,2,2,2,1,1,4,4,4,4,4,1,1,3,3,2,2,1,1,1
39,39,14,13,13,18,38,38,38,21,29,20,20,2,17,17,17,17,48,48,38,38,20,25,25,25,25,25,25,8,28,25,25,25,25,7,7,1,1,1,1,1,2,2,45,45,5,3,8,8,8
4,4,4,4,4,4,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,3,1,1,1,2,2,2,3,3,2,2,2,2,2,4,4,1,1,4,1,3,1,1,1
48,48,48,48,48,48,10,10,10,6,6,16,50,50,50,50,50,50,50,50,50,14,24,24,24,30,16,35,4,4,4,39,39,39,4,45,15,11,11,50,50,25,25,21,21,48,39,25,39,39,39
4,4,4,4,3,3,3,2,2,4,4,3,3,1,1,1,1,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2
7,28,6,6,4,4,4,23,23,22,22,37,37,38,38,38,38,44,44,44,26,26,5,5,5,5,5,5,5,5,5,5,5,5,35,14,21,2,7,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,3,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,3,2,2,3
15,15,15,15,5,41,11,11,11,11,11,11,38,38,38,38,14,35,35,35,35,35,35,35,35,17,17,17,45,45,45,45,45,45,45,45,45,45,45,42,42,42,42,42,42,42,21,28,21,21,45
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,1,1,1,4,3,4,4,4,3,4,4,4,2,2,2,2,2,2,2
29,29,41,29,29,29,29,29,29,29,29,29,2,2,2,2,2,2,2,2,2,2,10,10,20,20,20,20,20,20,20,37,2,2,2,23,2,23,23,23,2,33,33,33,19,19,19,19,19,19,19
4,4,2,2,2,1,1,1,1,1,1,1,1,4,4,4,1,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,3,3,4,4,4,4,4
36,36,15,15,15,10,10,10,10,10,16,16,16,49,49,49,12,37,37,37,6,6,6,6,6,39,39,39,39,21,21,21,41,41,41,41,41,41,2,41,2,37,37,37,50,31,46,46,46,46,25
4,4,4,4,4,4,4,2,2,2,2,2,2,2,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4
20,20,30,44,22,22,22,8,8,8,8,8,43,43,8,43,43,43,43,43,39,39,39,39,39,39,39,25,29,49,49,6,44,44,44,44,44,44,44,44,44,44,44,44,21,21,21,35,35,35,31
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,3,4,4,4,4,1,1,1,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,1,4
